00201046-n	gla:gloss	cuideigin fhàgail gun dìon gun fhasgadh	DS
00201201-n	gla:lemma	trèigsinn	DS
00201201-n	gla:gloss	do chùl a chur ri buidheann no adhbhar	DS
00201329-n	gla:lemma	teicheadh	DS
00201329-n	gla:gloss	trèigsinn obann	DS
00201465-n	gla:lemma	obadh	DS
00201465-n	gla:gloss	a' toirt suas rudeigin	DS
00201753-n	gla:lemma	diùltadh	DS
00201753-n	gla:gloss	gun a bhith a' gabhail ri tairgse	DS
00201947-n	gla:lemma	trèigsinn	DS
00201947-n	gla:gloss	do chùl a chur ri rudeigin	DS
00202053-n	gla:lemma	fèin-diùltadh	DS
00202053-n	gla:gloss	do leas fhèin a thrèigsinn airson leas dhaoine eile	DS
00202295-n	gla:lemma	ìobairt	DS
00202295-n	gla:gloss	còir a chall air rudeigin	DS
00202534-n	gla:lemma	doicheall	DS
00202534-n	gla:gloss	buidheann a' diùltadh malairt le eagrachadh mar ghearan	DS
00202706-n	gla:lemma	fògradh	DS
00202706-n	gla:gloss	diùltadh le fògradh no toirmeasg air neach	DS
00203004-n	gla:lemma	mallachadh	DS
00203004-n	gla:gloss	a' gairm gu bheil cuideigin mallaichte	DS
00203183-n	gla:lemma	fògradh	DS
00203183-n	gla:gloss	a' fuadachadh neach-lagha bho chleachdadh an lagha	DS
00203331-n	gla:lemma	fuadach	DS
00203331-n	gla:gloss	a' sadail rudeigin no cuideigin a-mach	DS
00204183-n	gla:lemma	fògradh	DS
00204183-n	gla:gloss	a' cur cuideigin à tìr a dhùthchais	DS
00204699-n	gla:lemma	coinneal-bhàthadh	DS
00204699-n	gla:gloss	a' cur cuideigin à comann na h-eaglaise	DS
00204943-n	gla:lemma	ìsleachadh	DS
00204943-n	gla:gloss	fògradh gu ìre nas ìsle	DS
00205116-n	gla:lemma	fuadach dhan dùthaich	DS
00205116-n	gla:gloss	cuidein fhògradh dhan tuath	DS
00205868-n	gla:lemma	cur à obair	DS
00205868-n	gla:gloss	a' toirt cùl na còmhla do chuideigin ann an cosnadh	DS
00206365-n	gla:lemma	buil	EOMW
00206365-n	gla:gloss	NO_GLOSS	EOMW
00207532-n	gla:lemma	buil	EOMW
00207532-n	gla:gloss	NO_GLOSS	EOMW
00211736-n	gla:lemma	sgaoileadh	EOMW
00211736-n	gla:gloss	NO_GLOSS	EOMW
00213988-n	gla:lemma	creach	EOMW
00213988-n	gla:gloss	NO_GLOSS	EOMW
00216744-n	gla:lemma	mort	EOMW
00216744-n	gla:gloss	NO_GLOSS	EOMW
00216744-n	gla:lemma	murt	EOMW
